"food_nutrient_conversion_factor_id","protein_value","fat_value","carbohydrate_value"
"13356","2.78","8.37","4.03"
"13357","2.78","8.37","4.03"
"13358","2.78","8.37","4.03"
"13359","2.78","8.37","4.03"
"13360","2.78","8.37","4.03"
"13361","2.78","8.37","4.03"
"13362","2.8","8.8","4"
"13363","2.8","8.8","4"
"13364","2.44","8.37","3.57"
"13365","2.44","8.37","3.57"
"13366","2.44","8.37","3.57"
"13367","2.78","8.37","3.84"
"13368","2.44","8.37","3.57"
"13369","2.44","8.37","3.57"
"13370","2.44","8.37","3.57"
"13371","2.44","8.37","3.57"
"13372","2.44","8.37","3.57"
"13373","2.44","8.37","3.57"
"13374","2.44","8.37","3.57"
"13375","2.44","8.37","3.57"
"13376","2.72","8.37","3.71"
"13377","2.44","8.37","3.57"
"13378","2.44","8.37","3.57"
"13379","2.78","8.37","4.03"
"13380","2.44","8.37","3.57"
"13381","2.78","8.37","3.84"
"13382","2.44","8.37","3.57"
"13383","2.44","8.37","3.57"
"13384","2.44","8.37","3.57"
"13385","2.44","8.37","3.57"
"13386","2.44","8.37","3.97"
"13387","2.62","8.37","3.48"
"13388","3.47","8.37","4.07"
"13389","3.47","8.37","4.07"
"13390","3.47","8.37","4.07"
"13391","3.47","8.37","4.07"
"13392","3.47","8.37","4.07"
"13393","3.47","8.37","4.07"
"13394","3.47","8.37","4.07"
"13395","3.47","8.37","4.07"
"13396","3.47","8.37","4.07"
"13397","3.47","8.37","4.07"
"13398","3.47","8.37","4.07"
"13399","3.47","8.37","4.07"
"13400","3.47","8.37","4.07"
"13401","3.47","8.37","4.07"
"13402","3.47","8.37","4.07"
"13403","3.47","8.37","4.07"
"13404","3.47","8.37","4.07"
"13405","3.47","8.37","4.07"
"13406","3.47","8.37","4.07"
"13407","3.47","8.37","4.07"
"13408","3.47","8.37","4.07"
"13409","3.47","8.37","4.07"
"13410","3.47","8.37","4.07"
"13411","3.47","8.37","4.07"
"13412","3.47","8.37","4.07"
"13413","3.47","8.37","4.07"
"13414","3.47","8.37","4.07"
"13415","3.47","8.37","4.07"
"13416","3.47","8.37","4.07"
"13417","3.47","8.37","4.07"
"13418","3.47","8.37","4.07"
"13419","3.47","8.37","4.07"
"13420","3.47","8.37","4.07"
"13421","3.47","8.37","4.07"
"13422","3.47","8.37","4.07"
"13423","3.47","8.37","4.07"
"13424","3.59","8.37","3.78"
"13425","3.47","8.37","4.07"
"13426","3.47","8.37","4.07"
"13427","3.47","8.37","4.07"
"13428","3.47","8.37","4.07"
"13429","3.47","8.37","4.07"
"13430","3.47","8.37","4.07"
"13431","3.47","8.37","4.07"
"13432","3.47","8.37","4.07"
"13433","3.47","8.37","4.07"
"13434","3.47","8.37","4.07"
"13435","3.47","8.37","4.07"
"13436","3.47","8.37","4.07"
"13437","4.27","9.02","3.87"
"13438","4.27","9.02","3.87"
"13439","4.27","9.02","3.87"
"13440","4.27","9.02","4.11"
"13441","4.27","9.02","3.87"
"13442","4.27","9.02","3.87"
"13443","4.27","9.02","3.87"
"13444","4.27","9.02","3.87"
"13445","4.27","9.02","3.87"
"13446","4.27","9.02","3.87"
"13447","4.27","9.02","3.87"
"13448","4.27","9.02","3.87"
"13449","4.27","9.02","3.87"
"13450","4.27","9.02","3.87"
"13451","4.27","9.02","3.87"
"13452","4.27","9.02","3.87"
"13453","4.27","9.02","3.87"
"13454","4.27","9.02","3.87"
"13455","4.27","9.02","3.87"
"13456","4.27","9.02","3.87"
"13457","4.27","9.02","3.87"
"13458","4.27","9.02","3.87"
"13459","4.27","9.02","3.87"
"13460","4.27","9.02","3.87"
"13461","4.27","9.02","3.87"
"13462","4.27","9.02","3.87"
"13463","4.27","9.02","3.87"
"13464","4.27","9.02","3.87"
"13465","4.27","9.02","3.87"
"13466","4.27","9.02","3.87"
"13467","4.27","9.02","3.87"
"13468","4.27","9.02","3.87"
"13469","4.27","9.02","3.87"
"13470","4.27","9.02","3.87"
"13471","4.27","9.02","3.87"
"13472","4.27","9.02","3.87"
"13473","4.27","9.02","3.87"
"13474","4.27","9.04","3.87"
"13475","4.27","9.02","3.87"
"13476","4.27","9.02","3.87"
"13477","4.27","9.02","3.87"
"13478","4.27","9.02","3.87"
"13479","4.27","9.02","3.87"
"13480","4.27","9.02","3.87"
"13481","4.27","9.02","3.87"
"13482","3.5","8.4","3.9"
"13483","3.5","8.8","3.9"
"13484","3","8.4","3.9"
"13485","4","8.8","4.1"
"13486","2.73","8.37","4.03"
"13487","2.7","8.8","4"
"13488","2.8","8.8","4"
"13489","3.7","8.7","4"
"13490","3.41","8.37","4.12"
"13491","3.4","8.4","4"
"13492","3.4","8.4","4.1"
"13493","4","9","4"
"13494","0","0","3.68"
"13495","3.36","8.37","3.6"
"13496","3.55","8.37","3.95"
"13497","3.55","8.37","3.95"
"13498","3.55","8.37","3.95"
"13499","3.37","8.37","3.78"
"13500","3.59","8.37","3.78"
"13501","2.73","8.37","4.03"
"13502","1.82","8.37","2.35"
"13503","2.73","8.37","4.03"
"13504","3.73","8.48","4.15"
"13505","3.83","8.53","4.13"
"13506","4.2","8.92","3.95"
"13507","4.18","8.88","3.95"
"13508","4.11","8.79","3.93"
"13509","4.12","8.81","3.93"
"13510","4.2","8.95","3.95"
"13511","4.09","8.74","3.93"
"13512","2.73","8.84","4.03"
"13513","4","9","4"
"13514","4","9","4"
"13515","4","9","4"
"13516","4","9","4"
"13517","4","9","4"
"13518","4","9","4"
"13519","4","9","4"
"13520","4","9","4"
"13521","4","9","4"
"13522","4","9","4"
"13523","4","9","4"
"13524","4","9","4"
"13525","4","9","4"
"13526","4","9","4"
"13527","4","9","4"
"13528","4","9","4"
"13529","4","9","4"
"13530","2.44","8.37","3.57"
"13531","2.44","8.37","3.57"
"13532","3.47","8.37","4.07"
"13533","3.47","8.37","4.07"
"13534","2.44","8.37","3.57"
"13535","2.44","8.37","3.57"
"13536","2.44","8.37","3.57"
"13537","2.44","8.37","3.57"
"13538","2.44","8.37","3.57"
"13539","2.78","8.37","3.84"
"13540","2.44","8.37","3.57"
"13541","2.44","8.37","3.57"
"13542","2.44","8.37","3.57"
"13543","2.44","8.37","3.57"
"13544","2.44","8.37","3.57"
"13545","2.44","8.37","3.57"
"13546","2.44","8.37","3.57"
"13547","2.44","8.37","3.57"
"13548","2.78","8.37","3.84"
"13549","2.78","8.37","3.84"
"13550","2.78","8.37","3.84"
"13551","2.78","8.37","3.84"
"13552","2.44","8.37","3.57"
"13553","2.44","8.37","3.57"
"13554","2.44","8.37","3.57"
"13555","2.78","8.37","3.84"
"13556","2.44","8.37","3.57"
"13557","2.44","8.37","3.57"
"13558","2.44","8.37","3.57"
"13559","2.44","8.37","3.57"
"13560","2.44","8.37","3.57"
"13561","2.44","8.37","3.57"
"13562","2.44","8.37","3.57"
"13563","2.44","8.37","3.57"
"13564","2.44","8.37","3.57"
"13565","2.78","8.37","3.84"
"13566","2.78","8.37","3.84"
"13567","2.78","8.37","3.84"
"13568","2.78","8.37","3.84"
"13569","3.7","8.8","4"
"13570","3.7","8.8","4"
"13571","2.44","8.37","3.57"
"13572","2.78","8.37","3.84"
"13573","3.47","8.37","4.07"
"13574","3.47","8.37","4.07"
"13575","3.47","8.37","4.07"
"13576","3.47","8.37","4.07"
"13577","2.44","8.37","3.57"
"13578","3.47","8.37","4.07"
"13579","3.98","8.37","3.16"
"13580","3.98","8.37","3.16"
"13581","2.44","8.37","3.57"
"13582","2.44","8.37","3.57"
"13583","2.44","8.37","3.57"
"13584","2.44","8.37","3.57"
"13585","3.47","8.37","4.07"
"13586","2.78","8.37","4.03"
"13587","2.44","8.37","3.57"
"13588","2.44","8.37","3.57"
"13589","2.78","8.37","4.03"
"13590","2.78","8.37","4.03"
"13591","2.8","8.8","4"
"13592","2.78","8.37","4.03"
"13593","2.78","8.37","4.03"
"13594","2.78","8.37","4.03"
"13595","2.78","8.37","4.03"
"13596","2.78","8.37","4.03"
"13597","2.78","8.37","4.03"
"13598","2.78","8.37","4.03"
"13599","2.78","8.37","4.03"
"13600","2.78","8.37","4.03"
"13601","2.78","8.37","4.03"
"13602","2.8","8.8","4"
"13603","2.8","8.8","4"
"13604","2.7","8.4","4"
"13605","2.7","8.4","4"
"13606","2.78","8.37","3.84"
"13607","2.44","8.37","3.57"
"13608","2.44","8.37","3.57"
"13609","2.44","8.37","3.57"
"13610","2.44","8.37","3.57"
"13611","2.44","8.37","3.57"
"13612","2.44","8.37","3.57"
"13613","2.4","8.4","3.7"
"13614","2.44","8.37","3.57"
"13615","2.44","8.37","3.57"
"13616","2.78","8.37","3.84"
"13617","2.44","8.37","3.57"
"13618","2.44","8.37","3.57"
"13619","2.44","8.37","3.57"
"13620","2.44","8.37","3.57"
"13621","2.78","8.37","3.84"
"13622","2.44","8.37","3.57"
"13623","2.44","8.37","3.57"
"13624","2.44","8.37","3.57"
"13625","3.47","8.37","4.07"
"13626","3.47","8.37","4.07"
"13627","2.44","8.37","3.57"
"13628","2.78","8.37","3.84"
"13629","2.78","8.37","3.84"
"13630","2.44","8.37","3.57"
"13631","2.44","8.37","3.57"
"13632","2.44","8.37","3.57"
"13633","2.44","8.37","3.57"
"13634","2.44","8.37","3.57"
"13635","2.44","8.37","3.57"
"13636","2.44","8.37","3.57"
"13637","2.44","8.37","3.57"
"13638","2.44","8.37","3.57"
"13639","2.44","8.37","3.57"
"13640","2.78","8.37","3.84"
"13641","2.44","8.37","3.57"
"13642","2.44","8.37","3.57"
"13643","2.44","8.37","3.57"
"13644","2.7","8.4","4"
"13645","2.78","8.37","3.84"
"13646","2.78","8.37","3.84"
"13647","2.44","8.37","3.57"
"13648","2.44","8.37","3.57"
"13649","2.44","8.37","3.57"
"13650","2.44","8.37","3.57"
"13651","2.44","8.37","3.57"
"13652","2.44","8.37","3.57"
"13653","2.78","8.37","3.84"
"13654","2.78","8.37","3.84"
"13655","3.47","8.37","4.07"
"13656","3.47","8.37","4.07"
"13657","3.47","8.37","4.07"
"13658","3.98","8.37","3.16"
"13659","3.98","8.37","3.16"
"13660","3.4","8.37","4"
"13661","2.44","8.37","3.57"
"13662","2.44","8.37","3.57"
"13663","3.47","8.37","4.07"
"13664","2.44","8.37","3.57"
"13665","2.78","8.37","4.03"
"13666","2.78","8.37","4.03"
"13667","2.78","8.37","4.03"
"13668","2.78","8.37","4.03"
"13669","2.8","8.8","4"
"13670","2.44","8.37","3.57"
"13671","2.44","8.37","3.57"
"13672","2.78","8.37","3.84"
"13673","2.78","8.37","3.84"
"13674","3.47","8.37","4.07"
"13675","2.44","8.37","3.57"
"13676","2.44","8.37","3.57"
"13677","2.44","8.37","3.57"
"13678","2.44","8.37","3.57"
"13679","2.44","8.37","3.57"
"13680","2.44","8.37","3.57"
"13681","2.44","8.37","3.57"
"13682","2.44","8.37","3.57"
"13683","2.44","8.37","3.57"
"13684","2.72","8.37","3.71"
"13685","2.78","8.37","4.03"
"13686","2.78","8.37","4.03"
"13687","2.78","8.37","4.03"
"13688","2.44","8.37","3.57"
"13689","2.44","8.37","3.57"
"13690","2.44","8.37","3.57"
"13691","2.78","8.37","3.84"
"13692","2.78","8.37","3.84"
"13693","2.44","8.37","3.57"
"13694","3.47","8.37","4.07"
"13695","2.78","8.37","4.03"
"13696","3.47","8.37","4.07"
"13697","3.47","8.37","4.07"
"13698","3.47","8.37","4.07"
"13699","3.47","8.37","4.07"
"13700","3.47","8.37","4.07"
"13701","3.47","8.37","4.07"
"13702","3.47","8.37","4.07"
"13703","3.47","8.37","4.07"
"13704","3.47","8.37","4.07"
"13705","3.47","8.37","4.07"
"13706","3.47","8.37","4.07"
"13707","3.47","8.37","4.07"
"13708","3.47","8.37","4.07"
"13709","3.47","8.37","4.07"
"13710","3.47","8.37","4.07"
"13711","3.47","8.37","4.07"
"13712","3.47","8.37","4.07"
"13713","3.47","8.37","4.07"
"13714","3.47","8.37","4.07"
"13715","3.47","8.37","4.07"
"13716","3.47","8.37","4.07"
"13717","3.47","8.37","4.07"
"13718","3.47","8.37","4.07"
"13719","3.47","8.37","4.07"
"13720","3.47","8.37","4.07"
"13721","3.47","8.37","4.07"
"13722","3.47","8.37","4.07"
"13723","3.47","8.37","4.07"
"13724","3.47","8.37","4.07"
"13725","3.47","8.37","4.07"
"13726","3.47","8.37","4.07"
"13727","3.47","8.37","4.07"
"13728","3.47","8.37","4.07"
"13729","3.47","8.37","4.07"
"13730","3.47","8.37","4.07"
"13731","3.47","8.37","4.07"
"13732","3.47","8.37","4.07"
"13733","3.47","8.37","4.07"
"13734","3.47","8.37","4.07"
"13735","3.47","8.37","4.07"
"13736","3.47","8.37","4.07"
"13737","3.47","8.37","4.07"
"13738","3.47","8.37","4.07"
"13739","4.27","9.02","3.87"
"13740","4.27","9.02","3.87"
"13741","4.27","9.02","3.87"
"13742","4","9","4"
"13743","4.27","9.02","3.87"
"13744","4.27","9.02","3.87"
"13745","4","9","4"
"13746","4.27","9.02","3.68"
"13747","4.27","9.02","3.68"
"13748","4.27","9.02","3.87"
"13749","4.27","9.02","3.87"
"13750","4.27","9.02","3.87"
"13751","4.27","9.02","3.87"
"13752","4.27","9.02","3.87"
"13753","4.27","9.02","3.87"
"13754","4.27","9.02","3.87"
"13755","4.27","9.02","3.87"
"13756","4.27","9.02","3.87"
"13757","4.27","9.02","3.87"
"13758","4.27","9.02","3.87"
"13759","4.27","9.02","3.87"
"13760","4.27","9.02","3.87"
"13761","4.27","9.02","3.87"
"13762","4.27","9.02","3.87"
"13763","4.27","9.02","3.87"
"13764","4.27","9.02","3.87"
"13765","4.27","9.02","3.87"
"13766","4.27","9.02","3.87"
"13767","4.27","9.02","3.87"
"13768","4.27","9.02","3.87"
"13769","4.27","9.02","3.87"
"13770","4.27","9.02","3.87"
"13771","4.27","9.02","3.87"
"13772","4.27","9.02","3.87"
"13773","4.27","9.02","3.87"
"13774","4.27","9.02","3.87"
"13775","4.27","9.02","3.87"
"13776","4.27","9.02","3.87"
"13777","4.27","9.02","3.87"
"13778","4.27","9.02","3.87"
"13779","4.27","9.02","3.87"
"13780","4.27","9.02","3.87"
"13781","3.5","8.4","3.9"
"13782","3.36","8.37","3.7"
"13783","3.36","8.37","3.8"
"13784","3.1","8.4","4.1"
"13785","2.8","8.8","4"
"13786","2.8","8.8","4"
"13787","3.7","8.7","4"
"13788","3.7","8.7","4"
"13789","3.4","8.4","4.1"
"13790","3.7","8.7","3.9"
"13791","3.5","8.4","3.7"
"13792","3.5","8.4","3.7"
"13793","3.9","9.02","3.87"
"13794","4","9","4"
"13795","3.47","8.37","4.07"
"13796","3.47","8.37","4.07"
"13797","2.78","8.37","4.03"
"13798","3.37","8.37","3.78"
"13799","3.37","8.37","3.78"
"13800","3.37","8.37","3.78"
"13801","3.59","8.37","3.78"
"13802","4.05","8.78","3.97"
"13803","4.12","8.8","3.95"
"13804","4.12","8.8","3.95"
"13805","4.12","8.8","3.95"
"13806","4.07","8.81","3.95"
"13807","4.2","8.95","3.95"
"13808","4.12","8.85","3.94"
"13809","3.7","8.8","4"
"13810","2.78","8.84","4.03"
"13811","4","9","4"
"13812","4","9","4"
"13813","4","9","4"
"13814","4","9","4"
"13815","4","9","4"
"13816","4","9","4"
"13817","4","9","4"
"13818","4","9","4"
"13819","4","9","4"
"13820","4","9","4"
"13821","4","9","4"
"13822","4","9","4"
"13823","4","9","4"
"13824","4","9","4"
"13825","4","9","4"
"13826","4","9","4"
"13827","4","9","4"
"13828","4","9","4"
"13829","4","9","4"
"13830","4.27","8.79","3.87"
"13831","4.27","8.79","3.87"
"13832","4.27","8.79","3.87"
"13833","4.27","8.79","3.87"
"13834","4.27","8.79","3.87"
"13835","4.27","8.79","3.87"
"13836","4.27","8.79","3.87"
"13837","4.27","8.79","3.87"
"13838","4.27","8.79","3.87"
"13839","4.27","8.79","3.87"
"13840","4.27","8.79","3.87"
"13841","4.27","8.79","3.87"
"13842","4.27","8.79","3.87"
"13843","4.27","8.79","3.87"
"13844","4.27","8.79","3.87"
"13845","4.27","8.79","3.87"
"13846","4.27","8.79","3.87"
"13847","4.27","8.79","3.87"
"13848","4.27","8.79","3.87"
"13849","4.27","8.79","3.87"
"13850","4.27","8.79","3.87"
"13851","4.27","8.79","3.87"
"13852","4.27","8.79","3.87"
"13853","4.27","8.84","3.87"
"13854","4.27","8.79","3.87"
"13855","4.27","8.79","3.87"
"13856","4.27","8.79","3.87"
"13857","4.27","8.79","3.87"
"13858","4.27","8.79","3.87"
"13859","4.27","8.79","3.87"
"13860","4.27","8.79","3.87"
"13861","4.27","8.79","3.87"
"13862","4.27","8.79","3.87"
"13863","4.27","8.79","3.87"
"13864","4.27","8.79","3.87"
"13865","4.27","8.79","3.87"
"13866","4.27","8.79","3.87"
"13867","4.27","8.79","3.87"
"13868","4.27","8.79","3.87"
"13869","4.27","8.79","3.87"
"13870","4.27","8.79","3.87"
"13871","4.27","8.79","3.87"
"13872","4.27","8.79","3.87"
"13873","4.27","8.79","3.87"
"13874","4.27","8.79","3.87"
"13875","4.27","8.79","3.87"
"13876","2.44","8.37","3"
"13877","3.36","8.37","2.9"
"13878","3.36","8.37","3.2"
"13879","3.36","8.37","2.9"
"13880","2.44","8.37","3.57"
"13881","3.36","8.37","1.95"
"13882","3.36","8.37","2.9"
"13883","3.12","8.37","2.92"
"13884","3.36","8.37","2.35"
"13885","2.78","8.37","3.84"
"13886","3.36","8.37","3.6"
"13887","2.44","8.37","3"
"13888","3.47","8.37","4.07"
"13889","2.44","8.37","3.57"
"13890","1.83","8.37","3.2"
"13891","3.36","8.37","2.35"
"13892","1.83","8.37","3.78"
"13893","2.44","8.37","3.57"
"13894","2.44","8.37","3"
"13895","2.44","8.37","3"
"13896","2.44","8.37","3.57"
"13897","2.44","8.37","3"
"13898","2.44","8.37","3.57"
"13899","2.44","8.37","3.57"
"13900","3.36","8.37","3.6"
"13901","3.36","8.37","3.6"
"13902","3.36","8.37","3.6"
"13903","3.36","8.37","3.6"
"13904","3.36","8.37","3.6"
"13905","3.36","8.37","3.6"
"13906","3.36","8.37","3.6"
"13907","3.36","8.37","3.6"
"13908","3.36","8.37","3.6"
"13909","3.36","8.37","3.6"
"13910","3.36","8.37","3.6"
"13911","3.36","8.37","3.6"
"13912","3.36","8.37","3.6"
"13913","3.36","8.37","3.92"
"13914","3.36","8.37","3.92"
"13915","3.36","8.37","3.92"
"13916","3.36","8.37","3.92"
"13917","3.36","8.37","3.92"
"13918","3.4","8.4","4.1"
"13919","3.4","8.4","4.1"
"13920","3.4","8.4","4.1"
"13921","3.4","8.4","4.1"
"13922","3.5","8.4","4.1"
"13923","3.82","8.37","4.16"
"13924","3.8","8.4","4.2"
"13925","4.2","8.8","3.9"
"13926","3.5","8.4","4"
"13927","3.8","8.4","4.2"
"13928","4","8.4","4.1"
"13929","3.4","8.4","3.6"
"13930","4.3","8.9","3.6"
"13931","3.4","8.4","3.6"
"13932","3.4","8.4","3.6"
"13933","4.3","8.9","3.6"
"13934","3.4","8.4","3.6"
"13935","3.4","8.84","3.8"
"13936","4.03","8.84","3.8"
"13937","2.44","8.84","3.8"
"13938","3.9","8.84","3.8"
"13939","4.36","8.84","3.8"
"13940","","8.84",""
"13941","","8.84",""
"13942","","8.84",""
"13943","","8.84",""
"13944","","8.84",""
"13945","","8.84",""
"13946","","8.84",""
"13947","4.27","8.84","3.87"
"13948","4.36","8.84","3.8"
"13949","4.36","8.84","3.8"
"13950","4.36","8.84","3.8"
"13951","4.36","8.84","3.8"
"13952","","8.84",""
"13953","","8.84",""
"13954","","8.84",""
"13955","","8.84",""
"13956","","8.84",""
"13957","","8.84",""
"13958","","8.84",""
"13959","","8.84",""
"13960","","8.84",""
"13961","4.27","8.84","3.84"
"13962","4.27","8.84","3.8"
"13963","4.27","9.02","3.87"
"13964","4.27","9.02","3.87"
"13965","4.27","9.02","3.87"
"13966","4.27","9.02","3.87"
"13967","4.27","9.02","3.87"
"13968","4.27","9.02","3.87"
"13969","4.27","9.02","3.87"
"13970","4.27","9.02","3.87"
"13971","4.27","9.02","3.87"
"13972","4.27","9.02","3.87"
"13973","4.27","9.02","3.87"
"13974","4.27","9.02","3.87"
"13975","4.27","9.02","3.87"
"13976","4.27","9.02","3.87"
"13977","4.27","9.02","3.87"
"13978","4.27","9.02","3.87"
"13979","4.27","9.02","3.87"
"13980","4.27","9.02","3.87"
"13981","4.27","9.02","3.87"
"13982","4.27","9.02","3.87"
"13983","4.27","9.02","3.87"
"13984","4.27","9.02","3.87"
"13985","4.27","9.02","3.87"
"13986","4.27","9.02","3.87"
"13987","4.27","9.02","3.87"
"13988","4.27","9.02","3.87"
"13989","4.27","9.02","3.87"
"13990","4.27","9.02","3.87"
"13991","4.27","9.02","3.87"
"13992","4.27","9.02","3.87"
"13993","4.27","9.02","3.87"
"13994","4.27","9.02","3.87"
"13995","4.27","9.02","3.87"
"13996","4.27","9.02","3.87"
"13997","4.27","9.02","3.87"
"13998","4.27","9.02","3.87"
"13999","4.27","9.02","3.87"
"14000","4.27","9.02","3.87"
"14001","4.27","9.02","3.87"
"14002","4.27","9.02","3.87"
"14003","4.27","9.02","3.87"
"14004","4.27","9.02","3.87"
"14005","4.27","9.02","3.87"
"14006","4.27","9.02","3.87"
"14007","4.27","9.02","3.87"
"14008","4.27","9.02","3.87"
"14009","4.27","9.02","3.87"
"14010","4.27","9.02","3.87"
"14011","4.27","9.02","3.87"
"14012","4.27","9.02","3.87"
"14013","4.27","9.02","3.87"
"14014","4.27","9.02","3.87"
"14015","4.27","9.02","3.87"
"14016","4.27","9.02","3.87"
"14017","4.27","9.02","3.87"
"14018","4.27","9.02","3.87"
"14019","4.27","9.02","3.87"
"14020","4.27","9.02","3.87"
"14021","4.27","9.02","3.87"
"14022","4.27","9.02","3.87"
"14023","4.27","9.02","3.87"
"14024","4.27","9.02","3.87"
"14025","4.27","9.02","3.87"
"14026","4.27","9.02","3.87"
"14027","4.27","9.02",""
"14028","4.27","9.02",""
"14029","4.27","9.02","3.87"
"14030","3.87","9.04","4.27"
"14031","4.27","9.02","3.87"
"14032","3.7","8.9","4"
"14033","3.7","8.9","4"
"14034","3.7","8.9","4"
"14035","3.7","8.9","4"
"14036","4.1","8.8","3.9"
"14037","4","9","4"
"14038","3.8","9","4"
"14039","4","9","4"
"14040","4.1","8.8","3.9"
"14041","3.7","8.9","4"
"14042","3.8","9","4"
"14043","3.8","9","4"
"14044","3.7","8.9","4"
"14045","3.8","9","4"
"14046","3.9","8.8","4"
"14047","3.8","9","4"
"14048","3.7","8.9","4"
"14049","3.9","8.8","4"
"14050","4.3","8.9","3.9"
"14051","3.8","9","4"
"14052","2.5","8.5","4"
"14053","4","9","4"
"14054","3.8","9","4"
"14055","3.8","9","4"
"14056","4","9","4"
"14057","3.9","8.8","3.9"
"14058","4","9","4"
"14059","3.5","9","3.9"
"14060","4","9","4"
"14061","3.4","8.9","4"
"14062","3.4","8.9","4"
"14063","3.5","9","3.9"
"14064","4","9","4"
"14065","3.8","9","4"
"14066","2.8","8.7","3.8"
"14067","4","9","4"
"14068","4","9","4"
"14069","4.27","8.79","3.87"
"14070","4.27","8.79","3.87"
"14071","4.27","8.79","3.87"
"14072","4.27","8.79","3.87"
"14073","4.27","8.79","3.87"
"14074","4.27","8.79","3.87"
"14075","4.27","8.79","3.87"
"14076","4.27","8.79","3.87"
"14077","4.27","8.79","3.87"
"14078","4.27","8.79","3.87"
"14079","4.27","8.79","3.87"
"14080","4.27","8.79","3.87"
"14081","4.27","8.79","3.87"
"14082","4.27","8.79","3.87"
"14083","4.27","8.79","3.87"
"14084","4.27","8.79","3.87"
"14085","4.27","8.79","3.87"
"14086","4.27","8.79","3.9"
"14087","4.27","8.79","3.87"
"14088","4.27","8.79","3.87"
"14089","4.27","8.79","3.87"
"14090","4.27","8.79","3.87"
"14091","4.27","8.79","3.87"
"14092","4.27","8.79","3.87"
"14093","4.27","8.79","3.87"
"14094","4.27","8.79","3.87"
"14095","4.27","8.79","3.87"
"14096","4.27","8.79","3.87"
"14097","4.27","8.79","3.87"
"14098","4.27","8.79","3.87"
"14099","4.27","8.79","3.87"
"14100","4.27","8.79","3.87"
"14101","4.27","8.79","3.87"
"14102","4.27","8.79","3.87"
"14103","4.27","8.79","3.87"
"14104","4.27","8.79","3.87"
"14105","4.27","8.79","3.87"
"14106","4.27","8.79","3.87"
"14107","4.27","8.79","3.87"
"14108","4.27","8.79","3.87"
"14109","4.27","8.79","3.87"
"14110","4.27","8.79","3.87"
"14111","4.27","8.79","3.87"
"14112","4.27","8.79","3.87"
"14113","4.36","9.02","3.68"
"14114","4.27","8.79","3.87"
"14115","4.27","8.79","3.87"
"14116","4.27","8.79","3.87"
"14117","3.36","8.37","2.35"
"14118","3.36","8.37","2.9"
"14119","2.44","8.37","3"
"14120","2.44","8.37","3"
"14121","3.23","8.37","2.39"
"14122","1.82","8.37","2.85"
"14123","1.82","8.37","2.35"
"14124","2.44","8.37","3"
"14125","3.36","8.37","3.2"
"14126","3.47","8.37","3.25"
"14127","2.78","8.37","3.84"
"14128","3.47","8.37","4.07"
"14129","2.78","8.37","3.84"
"14130","2.44","8.37","3"
"14131","3.36","8.37","2.35"
"14132","3.47","8.37","4.07"
"14133","2.36","8.37","3.38"
"14134","2.5","8.37","3.19"
"14135","2.44","8.37","3"
"14136","2.44","8.37","3.57"
"14137","2.44","8.37","3.57"
"14138","3.36","8.37","3.6"
"14139","3.36","8.37","3.6"
"14140","3.36","8.37","3.6"
"14141","3.36","8.37","3.6"
"14142","3.36","8.37","3.6"
"14143","3.36","8.37","3.6"
"14144","3.36","8.37","3.6"
"14145","3.36","8.37","3.6"
"14146","3.36","8.37","3.6"
"14147","3.36","8.37","3.6"
"14148","3.36","8.37","3.92"
"14149","3.36","8.37","3.92"
"14150","3.36","8.37","3.92"
"14151","3.36","8.37","3.92"
"14152","3.36","8.37","3.92"
"14153","3.36","8.37","3.92"
"14154","3.55","8.37","3.95"
"14155","3.46","8.37","4.12"
"14156","3.5","8.4","4.1"
"14157","3.5","8.4","4.1"
"14158","3.5","8.4","4.1"
"14159","4.2","8.8","3.9"
"14160","4.2","8.8","3.9"
"14161","4.2","8.8","3.9"
"14162","4","8.4","4.1"
"14163","4","8.4","4.1"
"14164","4","8.4","4.1"
"14165","4","8.4","4.1"
"14166","4.3","8.9","3.6"
"14167","4.3","8.9","3.8"
"14168","3.4","8.4","3.6"
"14169","3.4","8.4","3.6"
"14170","3.4","8.4","3.6"
"14171","3.4","8.4","3.6"
"14172","4.3","8.9","3.8"
"14173","3.36","8.37","3.92"
"14174","","9.02",""
"14175","","9.02",""
"14176","4.36","8.84","3.8"
"14177","2.44","8.84","3.8"
"14178","4.36","8.84","3.8"
"14179","4.36","8.84","3.8"
"14180","4.36","8.84","3.8"
"14181","3.92","8.84","3.8"
"14182","","8.84",""
"14183","","8.84",""
"14184","","8.84",""
"14185","2.44","8.84","3.8"
"14186","4.36","8.84","3.8"
"14187","4.36","8.84","3.8"
"14188","4.36","8.84","3.8"
"14189","4.36","8.84","3.8"
"14190","","8.84",""
"14191","","8.62",""
"14192","","8.84",""
"14193","","8.84",""
"14194","","8.84",""
"14195","","7.63",""
"14196","","8.84",""
"14197","","8.82",""
"14198","","8.62",""
"14199","4.27","8.84","3.87"
"14200","","8.84",""
"14201","4.27","8.84","3.8"
"14202","4.27","8.84","3.8"
"14203","4.27","8.84","3.8"
"14204","4.27","8.84","3.8"
"14205","","8.84",""
"14206","","8.84",""
"14207","","8.84",""
"14208","","8.84",""
"14209","4.27","9.02","3.87"
"14210","4.27","9.02","3.87"
"14211","4.27","9.02","3.87"
"14212","4.27","9.02","3.87"
"14213","4.27","9.02","3.87"
"14214","4.27","9.02","3.87"
